,name,perspective,count
3572,运动宝贝,10,1
3573,砸哈哈啊哈哈哈家,10,1
3574,张家口国脉通信,10,1
3575,智尚优品酒店,10,1
3576,中国电信111,10,1
3577,中国人民,10,1
3578,中国人民解放军32140部队,10,1
3579,中国移动迁西宽带,10,1
3580,中铁宿舍楼1223211,10,1
3581,中铁宿舍楼313,10,1
3582,中央广场天翼互联网手机卖场,10,1
3583,中医院001,10,1
3584,周凤龙,10,1
3585,足春堂足浴,10,1
3586,合计,10,4799
3587,密苑（张家口）旅游胜地有限公司密苑太子酒店分公司,37,426
3588,廊坊国际饭店有限公司,37,368
3589,张家口国际大酒店,37,232
3590,林海商务酒店,37,215
3591,安审廊坊国际饭店有限公司,37,192
3592,安审张家口四海暇旅商务酒店有限公司,37,163
3593,蓝鲸大厦,37,112
3594,衡水锦尚宾馆有限公司,37,105
3595,天元名品,37,102
3596,新天地酒店,37,101
3597,海友连锁酒店,37,98
3598,格林豪泰酒店学院路店,37,97
3599,金盛万豪,37,97
3600,张家口泰合酒店管理有限责任公司,37,93
3601,红旗楼驿家365宾馆,37,91
3602,怀来矿建物业服务有限公司,37,84
3603,安审张家口市桥东区鱼儿山健足会馆,37,78
3604,正通快捷宾馆,37,75
3605,博奥酒店,37,71
3606,怀来悦庭酒店管理有限公司,37,67
3607,健二足足疗馆,37,66
3608,百斯特商务公寓酒店,37,65
3609,怀来皓轩酒店有限公司,37,64
3610,安审张家口百尚酒店有限公司,37,58
3611,唐山足球酒店,37,56
3612,安审张家口市好时尚快捷宾馆,37,55
3613,保定仁润脑血管病医院,37,55
3614,安审怀安县缘梦圆宾馆有限公司,37,52
3615,佳亿商务酒店,37,52
3616,故城驿家365,37,51
3617,安审中元路泰建设工程有限公司,37,50
3618,奥凯假日酒店,37,50
3619,安审经济开发区沙滩红楼饭店,37,48
3620,怀来县聚缘快捷酒店,37,47
3621,安审明湖冰雪主题酒店,37,46
3622,安审张家口市冠榕商务酒店有限责任公司,37,44
3623,汉庭承德避暑山庄酒店,37,44
3624,全季张家口火车站酒店,37,40
3625,安审经济开发区海纳商务宾馆,37,39
3626,顺和宾馆,37,37
3627,安审张家口奈斯酒店管理有限公司,37,34
3628,同泰宾馆,37,34
3629,绅度国际养生会所,37,32
3630,安审宣化区龙驿宾馆,37,31
3631,张家口铁路园丰园商贸公司,37,31
3632,安审怀安县柴沟堡镇文明宾馆,37,29
3633,武安市青少年宫,37,29
3634,金科花卉宾馆,37,26
3635,胜光酒店,37,26
3636,博然商务宾馆,37,25
3637,康保县康远假日快捷酒店,37,24
3638,唐山宴文旅酒店,37,24
3639,强健足浴阁,37,23
3640,橙子快捷宾馆,37,22
3641,嘉宁商务主题宾馆,37,22
3642,尚客思宾馆,37,19
3643,馨悦快捷宾馆,37,19
3644,安康医院,37,17
3645,安审经济开发区荷塘月色宾馆,37,17
3646,河北大夏天,37,16
3647,安审张家口市桥东区中徽旅馆,37,14
3648,五洲皇冠酒店,37,14
3649,京汉雅阁酒店,37,13
3650,竹雅快捷酒店,37,13
3651,保定华仁皮肤病医院,37,11
3652,海小姐3,37,8
3653,开滦宾馆,37,8
3654,安审张家口好望角酒店管理有限公司经开区二部,37,7
3655,华誉酒店,37,7
3656,河北电信省公司,37,4
3657,美的1738宿舍,37,4
3658,青园南展厅,37,4
3659,唐山南湖足球酒店有限公司,37,4
3660,百悦酒店管理固安有限公司,37,3
3661,电信公司5楼515,37,3
3662,丰南小赵开锁,37,3
3663,荣园文化主题商务酒店,37,3
3664,丰润宾馆,37,2
3665,剑南快捷宾馆,37,2
3666,京顺宾馆,37,2
3667,廊坊电信安次区分公司,37,2
3668,玛沁县盛大手机卖场专卖店,37,2
3669,欧韵宾馆,37,2
3670,人生富足,37,2
3671,唐县电商服务中心,37,2
3672,钻石南路尚客思宾馆,37,2
3673,1520,37,1
3674,2208,37,1
3675,5368,37,1
3676,6688,37,1
3677,8409,37,1
3678,15225,37,1
3679,22333,37,1
3680,23423,37,1
3681,63435,37,1
3682,125869,37,1
3683,4588722,37,1
3684,8858885,37,1
3685,64646999,37,1
3686,66666666,37,1
3687,147258369,37,1
3688,468834676,37,1
3689,1246996367,37,1
3690,1472583690,37,1
3691,15765003936,37,1
3692,81376517617,37,1
3693,---,37,1
3694,........,37,1
3695,@@@!!!,37,1
3696,@17733061562,37,1
3697,11-1110，,37,1
3698,11号宿舍305,37,1
3699,12-2-501,37,1
3700,1234basonwio,37,1
3701,123给您看,37,1
3702,12旅途,37,1
3703,1718专用WIFI,37,1
3704,21楼,37,1
3705,2层210室,37,1
3706,304hg,37,1
3707,4648544FAEC20,37,1
3708,8-644,37,1
3709,abcdef.,37,1
3710,abcjbx,37,1
3711,bfh,37,1
3712,ceshi,37,1
3713,chinaNet-2dXr,37,1
3714,ChinaNet-305,37,1
3715,ChinaNet-519,37,1
3716,enemy,37,1
3717,fjfhvhy,37,1
3718,Fu1234,37,1
3719,GPON宽带融合终端,37,1
3720,hbsx,37,1
3721,hdjeb,37,1
3722,hype移民,37,1
3723,ip156214254503,37,1
3724,jdjjdjdk,37,1
3725,OYO石家庄北站,37,1
3726,Xlb,37,1
3727,Yg302,37,1
3728,z9中公,37,1
3729,zzzz,37,1
3730,阿尔卡迪亚滨海度假酒店,37,1
3731,阿狸智能酒店,37,1
3732,阿狸智能快捷酒店,37,1
3733,阿里巴巴拉卡拉,37,1
3734,阿森小店,37,1
3735,啊啊刚回家看见,37,1
3736,艾力卡木,37,1
3737,爱WI-FI,37,1
3738,爱猫,37,1
3739,爱翼家乐凯北大街专营店,37,1
3740,安次区医院,37,1
3741,安审邯郸市阿狸智能酒店,37,1
3742,安审天诚五金机电,37,1
3743,白沟测试,37,1
3744,白石山舍,37,1
3745,百斯特商务酒店,37,1
3746,保定引力健身,37,1
3747,北港电信,37,1
3748,病毒,37,1
3749,沧州颐和大饭店,37,1
3750,沧州中西医结合医院,37,1
3751,测试专用,37,1
3752,昌黎宾馆,37,1
3753,晨宇商务酒店,37,1
3754,城市之家清苑店,37,1
3755,橙果主题酒店,37,1
3756,翠微宾馆,37,1
3757,大疙瘩,37,1
3758,大华股份,37,1
3759,大沙坪天翼互联网手机卖场,37,1
3760,大学城电信营业厅,37,1
3761,电力培训中心,37,1
3762,电信食堂,37,1
3763,叮咚买菜,37,1
3764,鼎润,37,1
3765,东海,37,1
3766,东殷村宾馆,37,1
3767,董鑫百货商店,37,1
3768,嘟嘟嘟,37,1
3769,俄蒙商行,37,1
3770,非繁左岸,37,1
3771,非概念设计,37,1
3772,凤凰路电信营业厅,37,1
3773,福鑫旅店,37,1
3774,钢城便利驿站,37,1
3775,港口电信电视,37,1
3776,格林豪张家口高铁站店,37,1
3777,固安如家酒店,37,1
3778,馆陶县水利局,37,1
3779,国源朗怡,37,1
3780,汉庭连锁酒店,37,1
3781,好的社会秩序,37,1
3782,好运来婚礼主题酒店,37,1
3783,河北帮民物流,37,1
3784,河北宾馆元悦,37,1
3785,河北廊坊国际饭店,37,1
3786,河北闪付,37,1
3787,河北省石家庄二院,37,1
3788,河北天环831,37,1
3789,河北鑫海化工集团,37,1
3790,河北银行,37,1
3791,衡水市桃城区百合宾馆,37,1
3792,华润电厂,37,1
3793,华为悦盒,37,1
3794,焕燃减脂,37,1
3795,黄骅海事局,37,1
3796,黄骅完小,37,1
3797,惠泽园,37,1
3798,基地,37,1
3799,激动4,37,1
3800,吉米,37,1
3801,吉瑞酒店,37,1
3802,加油,37,1
3803,家家宾馆,37,1
3804,尖盾信安,37,1
3805,建军超市,37,1
3806,健二足足疗店,37,1
3807,金记凉皮,37,1
3808,金隅天坛,37,1
3809,锦程宾馆,37,1
3810,锦江,37,1
3811,京娘湖酒店,37,1
3812,经济开发区云港玖佳宾馆,37,1
3813,九江线材wooden,37,1
3814,就会很快不抗拒,37,1
3815,就是弄,37,1
3816,锯木头,37,1
3817,君仁儿童医院,37,1
3818,骏怡连锁酒店,37,1
3819,康业,37,1
3820,涞源白石山,37,1
3821,兰桂坊宾馆,37,1
3822,蓝之领大酒店,37,1
3823,郎华,37,1
3824,老刘干果店,37,1
3825,乐钢商务酒店,37,1
3826,乐家连锁酒店,37,1
3827,乐亭县,37,1
3828,磊阳,37,1
3829,李彬彬,37,1
3830,梁霄赟测试911,37,1
3831,临西县盛世商务酒店有限公司,37,1
3832,榴莲酒店,37,1
3833,隆达园林公寓,37,1
3834,鹿泉,37,1
3835,路南晓光通讯器材商店,37,1
3836,美的工业园宿舍,37,1
3837,蒙商丽骏国际酒店,37,1
3838,勐仑支局营业厅,37,1
3839,米123456789,37,1
3840,妙相莲养生美容会馆,37,1
3841,明,37,1
3842,明累了,37,1
3843,木立武都路东口专营店,37,1
3844,南国酒店,37,1
3845,南海渔家,37,1
3846,你成哥,37,1
3847,农业路自营厅,37,1
3848,泊寓225,37,1
3849,七天酒店火车站建工学院店,37,1
3850,启腾环保设备,37,1
3851,千村宾馆,37,1
3852,迁安,37,1
3853,前进机械厂,37,1
3854,秦皇岛市第二人民医院,37,1
3855,青岛市南区延安三路旗舰营业厅,37,1
3856,青海宋家酿皮,37,1
3857,青年酒店,37,1
3858,清河湾,37,1
3859,清水湾807,37,1
3860,人才家园二期204,37,1
3861,如归宾馆,37,1
3862,如家快捷酒店,37,1
3863,睿伯云酒店,37,1
3864,三石,37,1
3865,三只熊,37,1
3866,商户c5,37,1
3867,尚佳宾馆,37,1
3868,神华码头,37,1
3869,圣仑大厦,37,1
3870,胜利南街416号塔谈国际商贸城4号写字楼2023,37,1
3871,石家庄工程职业学院新三男生宿舍521,37,1
3872,时代海岸公寓酒店,37,1
3873,实验中学8,37,1
3874,拾年怀旧主题酒店,37,1
3875,世纪城,37,1
3876,世纪城四号公寓2505,37,1
3877,世纪华通,37,1
3878,四川副食调料大全,37,1
3879,四院,37,1
3880,苏鲁滩,37,1
3881,宿舍2232,37,1
3882,隋玉英保健按摩,37,1
3883,台球厅555号,37,1
3884,唐山电力培训中心2号楼,37,1
3885,唐山世园投资管理有限公司,37,1
3886,唐山市力强酒店服务有限公司,37,1
3887,天翼飞,37,1
3888,天翼商城武都路店,37,1
3889,王国庆,37,1
3890,王鹤馨测试,37,1
3891,王者归来,37,1
3892,王志霞,37,1
3893,伟业老婆的路上了哦,37,1
3894,未来像素,37,1
3895,蔚县,37,1
3896,沃尔沃员工,37,1
3897,无主宿舍,37,1
3898,吴桥中西医结合医院医院,37,1
3899,五中营业厅,37,1
3900,武邑县供水公司,37,1
3901,西固天翼互联网手机卖场,37,1
3902,西站天翼互联网手机卖场,37,1
3903,嘻嘻嘻嘻嘻嘻,37,1
3904,香芋,37,1
3905,项目支撑统一处理,37,1
3906,小宇最帅,37,1
3907,鑫海,37,1
3908,邢台电信桥东分公司,37,1
3909,邢台电信桥西分公司,37,1
3910,邢台学院,37,1
3911,学府考研,37,1
3912,学府名苑,37,1
3913,艳丽调料,37,1
3914,杨亚军,37,1
3915,一号楼203,37,1
3916,医大二院,37,1
3917,依恩荣咖啡,37,1
3918,易佰酒店二部,37,1
3919,易居连锁酒店,37,1
3920,驿家365213,37,1
3921,驿家365合作路店,37,1
3922,映美科技总裁办,37,1
3923,优客家,37,1
3924,盂县人民医院,37,1
3925,榆中天翼互联网手机卖场,37,1
3926,玉庭快捷大酒店,37,1
3927,员工食堂,37,1
3928,原来宾馆,37,1
3929,悦都汇购物公园,37,1
3930,悦家酒店,37,1
3931,运动宝贝,37,1
3932,砸哈哈啊哈哈哈家,37,1
3933,张家口国脉通信,37,1
3934,智尚优品酒店,37,1
3935,中国电信111,37,1
3936,中国人民,37,1
3937,中国人民解放军32140部队,37,1
3938,中国移动迁西宽带,37,1
3939,中铁宿舍楼1223211,37,1
3940,中铁宿舍楼313,37,1
3941,中央广场天翼互联网手机卖场,37,1
3942,中医院001,37,1
3943,周凤龙,37,1
3944,足春堂足浴,37,1
3945,合计,37,4799
3946,密苑（张家口）旅游胜地有限公司密苑太子酒店分公司,23,426
3947,廊坊国际饭店有限公司,23,368
3948,张家口国际大酒店,23,232
3949,林海商务酒店,23,215
3950,安审廊坊国际饭店有限公司,23,192
3951,安审张家口四海暇旅商务酒店有限公司,23,163
3952,蓝鲸大厦,23,112
3953,衡水锦尚宾馆有限公司,23,105
3954,天元名品,23,102
3955,新天地酒店,23,101
3956,海友连锁酒店,23,98
3957,格林豪泰酒店学院路店,23,97
3958,金盛万豪,23,97
3959,张家口泰合酒店管理有限责任公司,23,93
3960,红旗楼驿家365宾馆,23,91
3961,怀来矿建物业服务有限公司,23,84
3962,安审张家口市桥东区鱼儿山健足会馆,23,78
3963,正通快捷宾馆,23,75
3964,博奥酒店,23,71
3965,怀来悦庭酒店管理有限公司,23,67
3966,健二足足疗馆,23,66
3967,百斯特商务公寓酒店,23,65
3968,怀来皓轩酒店有限公司,23,64
3969,安审张家口百尚酒店有限公司,23,58
3970,唐山足球酒店,23,56
3971,安审张家口市好时尚快捷宾馆,23,55
3972,保定仁润脑血管病医院,23,55
3973,安审怀安县缘梦圆宾馆有限公司,23,52
3974,佳亿商务酒店,23,52
3975,故城驿家365,23,51
3976,安审中元路泰建设工程有限公司,23,50
3977,奥凯假日酒店,23,50
3978,安审经济开发区沙滩红楼饭店,23,48
3979,怀来县聚缘快捷酒店,23,47
3980,安审明湖冰雪主题酒店,23,46
3981,安审张家口市冠榕商务酒店有限责任公司,23,44
3982,汉庭承德避暑山庄酒店,23,44
3983,全季张家口火车站酒店,23,40
3984,安审经济开发区海纳商务宾馆,23,39
3985,顺和宾馆,23,37
3986,安审张家口奈斯酒店管理有限公司,23,34
3987,同泰宾馆,23,34
3988,绅度国际养生会所,23,32
3989,安审宣化区龙驿宾馆,23,31
3990,张家口铁路园丰园商贸公司,23,31
3991,安审怀安县柴沟堡镇文明宾馆,23,29
3992,武安市青少年宫,23,29
3993,金科花卉宾馆,23,26
3994,胜光酒店,23,26
3995,博然商务宾馆,23,25
3996,康保县康远假日快捷酒店,23,24
3997,唐山宴文旅酒店,23,24
3998,强健足浴阁,23,23
3999,橙子快捷宾馆,23,22
4000,嘉宁商务主题宾馆,23,22
4001,尚客思宾馆,23,19
4002,馨悦快捷宾馆,23,19
4003,安康医院,23,17
4004,安审经济开发区荷塘月色宾馆,23,17
4005,河北大夏天,23,16
4006,安审张家口市桥东区中徽旅馆,23,14
4007,五洲皇冠酒店,23,14
4008,京汉雅阁酒店,23,13
4009,竹雅快捷酒店,23,13
4010,保定华仁皮肤病医院,23,11
4011,海小姐3,23,8
4012,开滦宾馆,23,8
4013,安审张家口好望角酒店管理有限公司经开区二部,23,7
4014,华誉酒店,23,7
4015,河北电信省公司,23,4
4016,美的1738宿舍,23,4
4017,青园南展厅,23,4
4018,唐山南湖足球酒店有限公司,23,4
4019,百悦酒店管理固安有限公司,23,3
4020,电信公司5楼515,23,3
4021,丰南小赵开锁,23,3
4022,荣园文化主题商务酒店,23,3
4023,丰润宾馆,23,2
4024,剑南快捷宾馆,23,2
4025,京顺宾馆,23,2
4026,廊坊电信安次区分公司,23,2
4027,玛沁县盛大手机卖场专卖店,23,2
4028,欧韵宾馆,23,2
4029,人生富足,23,2
4030,唐县电商服务中心,23,2
4031,钻石南路尚客思宾馆,23,2
4032,1520,23,1
4033,2208,23,1
4034,5368,23,1
4035,6688,23,1
4036,8409,23,1
4037,15225,23,1
4038,22333,23,1
4039,23423,23,1
4040,63435,23,1
4041,125869,23,1
4042,4588722,23,1
4043,8858885,23,1
4044,64646999,23,1
4045,66666666,23,1
4046,147258369,23,1
4047,468834676,23,1
4048,1246996367,23,1
4049,1472583690,23,1
4050,15765003936,23,1
4051,81376517617,23,1
4052,---,23,1
4053,........,23,1
4054,@@@!!!,23,1
4055,@17733061562,23,1
4056,11-1110，,23,1
4057,11号宿舍305,23,1
4058,12-2-501,23,1
4059,1234basonwio,23,1
4060,123给您看,23,1
4061,12旅途,23,1
4062,1718专用WIFI,23,1
4063,21楼,23,1
4064,2层210室,23,1
4065,304hg,23,1
4066,4648544FAEC20,23,1
4067,8-644,23,1
4068,abcdef.,23,1
4069,abcjbx,23,1
4070,bfh,23,1
4071,ceshi,23,1
4072,chinaNet-2dXr,23,1
4073,ChinaNet-305,23,1
4074,ChinaNet-519,23,1
4075,enemy,23,1
4076,fjfhvhy,23,1
4077,Fu1234,23,1
4078,GPON宽带融合终端,23,1
4079,hbsx,23,1
4080,hdjeb,23,1
4081,hype移民,23,1
4082,ip156214254503,23,1
4083,jdjjdjdk,23,1
4084,OYO石家庄北站,23,1
4085,Xlb,23,1
4086,Yg302,23,1
4087,z9中公,23,1
4088,zzzz,23,1
4089,阿尔卡迪亚滨海度假酒店,23,1
4090,阿狸智能酒店,23,1
4091,阿狸智能快捷酒店,23,1
4092,阿里巴巴拉卡拉,23,1
4093,阿森小店,23,1
4094,啊啊刚回家看见,23,1
4095,艾力卡木,23,1
4096,爱WI-FI,23,1
4097,爱猫,23,1
4098,爱翼家乐凯北大街专营店,23,1
4099,安次区医院,23,1
4100,安审邯郸市阿狸智能酒店,23,1
4101,安审天诚五金机电,23,1
4102,白沟测试,23,1
4103,白石山舍,23,1
4104,百斯特商务酒店,23,1
4105,保定引力健身,23,1
4106,北港电信,23,1
4107,病毒,23,1
4108,沧州颐和大饭店,23,1
4109,沧州中西医结合医院,23,1
4110,测试专用,23,1
4111,昌黎宾馆,23,1
4112,晨宇商务酒店,23,1
4113,城市之家清苑店,23,1
4114,橙果主题酒店,23,1
4115,翠微宾馆,23,1
4116,大疙瘩,23,1
4117,大华股份,23,1
4118,大沙坪天翼互联网手机卖场,23,1
4119,大学城电信营业厅,23,1
4120,电力培训中心,23,1
4121,电信食堂,23,1
4122,叮咚买菜,23,1
4123,鼎润,23,1
4124,东海,23,1
4125,东殷村宾馆,23,1
4126,董鑫百货商店,23,1
4127,嘟嘟嘟,23,1
4128,俄蒙商行,23,1
4129,非繁左岸,23,1
4130,非概念设计,23,1
4131,凤凰路电信营业厅,23,1
4132,福鑫旅店,23,1
4133,钢城便利驿站,23,1
4134,港口电信电视,23,1
4135,格林豪张家口高铁站店,23,1
4136,固安如家酒店,23,1
4137,馆陶县水利局,23,1
4138,国源朗怡,23,1
4139,汉庭连锁酒店,23,1
4140,好的社会秩序,23,1
4141,好运来婚礼主题酒店,23,1
4142,河北帮民物流,23,1
4143,河北宾馆元悦,23,1
4144,河北廊坊国际饭店,23,1
4145,河北闪付,23,1
4146,河北省石家庄二院,23,1
4147,河北天环831,23,1
4148,河北鑫海化工集团,23,1
4149,河北银行,23,1
4150,衡水市桃城区百合宾馆,23,1
4151,华润电厂,23,1
4152,华为悦盒,23,1
4153,焕燃减脂,23,1
4154,黄骅海事局,23,1
4155,黄骅完小,23,1
4156,惠泽园,23,1
4157,基地,23,1
4158,激动4,23,1
4159,吉米,23,1
4160,吉瑞酒店,23,1
4161,加油,23,1
4162,家家宾馆,23,1
4163,尖盾信安,23,1
4164,建军超市,23,1
4165,健二足足疗店,23,1
4166,金记凉皮,23,1
4167,金隅天坛,23,1
4168,锦程宾馆,23,1
4169,锦江,23,1
4170,京娘湖酒店,23,1
4171,经济开发区云港玖佳宾馆,23,1
4172,九江线材wooden,23,1
4173,就会很快不抗拒,23,1
4174,就是弄,23,1
4175,锯木头,23,1
4176,君仁儿童医院,23,1
4177,骏怡连锁酒店,23,1
4178,康业,23,1
4179,涞源白石山,23,1
4180,兰桂坊宾馆,23,1
4181,蓝之领大酒店,23,1
4182,郎华,23,1
4183,老刘干果店,23,1
4184,乐钢商务酒店,23,1
4185,乐家连锁酒店,23,1
4186,乐亭县,23,1
4187,磊阳,23,1
4188,李彬彬,23,1
4189,梁霄赟测试911,23,1
4190,临西县盛世商务酒店有限公司,23,1
4191,榴莲酒店,23,1
4192,隆达园林公寓,23,1
4193,鹿泉,23,1
4194,路南晓光通讯器材商店,23,1
4195,美的工业园宿舍,23,1
4196,蒙商丽骏国际酒店,23,1
4197,勐仑支局营业厅,23,1
4198,米123456789,23,1
4199,妙相莲养生美容会馆,23,1
4200,明,23,1
4201,明累了,23,1
4202,木立武都路东口专营店,23,1
4203,南国酒店,23,1
4204,南海渔家,23,1
4205,你成哥,23,1
4206,农业路自营厅,23,1
4207,泊寓225,23,1
4208,七天酒店火车站建工学院店,23,1
4209,启腾环保设备,23,1
4210,千村宾馆,23,1
4211,迁安,23,1
4212,前进机械厂,23,1
4213,秦皇岛市第二人民医院,23,1
4214,青岛市南区延安三路旗舰营业厅,23,1
4215,青海宋家酿皮,23,1
4216,青年酒店,23,1
4217,清河湾,23,1
4218,清水湾807,23,1
4219,人才家园二期204,23,1
4220,如归宾馆,23,1
4221,如家快捷酒店,23,1
4222,睿伯云酒店,23,1
4223,三石,23,1
4224,三只熊,23,1
4225,商户c5,23,1
4226,尚佳宾馆,23,1
4227,神华码头,23,1
4228,圣仑大厦,23,1
4229,胜利南街416号塔谈国际商贸城4号写字楼2023,23,1
4230,石家庄工程职业学院新三男生宿舍521,23,1
4231,时代海岸公寓酒店,23,1
4232,实验中学8,23,1
4233,拾年怀旧主题酒店,23,1
4234,世纪城,23,1
4235,世纪城四号公寓2505,23,1
4236,世纪华通,23,1
4237,四川副食调料大全,23,1
4238,四院,23,1
4239,苏鲁滩,23,1
4240,宿舍2232,23,1
4241,隋玉英保健按摩,23,1
4242,台球厅555号,23,1
4243,唐山电力培训中心2号楼,23,1
4244,唐山世园投资管理有限公司,23,1
4245,唐山市力强酒店服务有限公司,23,1
4246,天翼飞,23,1
4247,天翼商城武都路店,23,1
4248,王国庆,23,1
4249,王鹤馨测试,23,1
4250,王者归来,23,1
4251,王志霞,23,1
4252,伟业老婆的路上了哦,23,1
4253,未来像素,23,1
4254,蔚县,23,1
4255,沃尔沃员工,23,1
4256,无主宿舍,23,1
4257,吴桥中西医结合医院医院,23,1
4258,五中营业厅,23,1
4259,武邑县供水公司,23,1
4260,西固天翼互联网手机卖场,23,1
4261,西站天翼互联网手机卖场,23,1
4262,嘻嘻嘻嘻嘻嘻,23,1
4263,香芋,23,1
4264,项目支撑统一处理,23,1
4265,小宇最帅,23,1
4266,鑫海,23,1
4267,邢台电信桥东分公司,23,1
4268,邢台电信桥西分公司,23,1
4269,邢台学院,23,1
4270,学府考研,23,1
4271,学府名苑,23,1
4272,艳丽调料,23,1
4273,杨亚军,23,1
4274,一号楼203,23,1
4275,医大二院,23,1
4276,依恩荣咖啡,23,1
4277,易佰酒店二部,23,1
4278,易居连锁酒店,23,1
4279,驿家365213,23,1
4280,驿家365合作路店,23,1
4281,映美科技总裁办,23,1
4282,优客家,23,1
4283,盂县人民医院,23,1
4284,榆中天翼互联网手机卖场,23,1
4285,玉庭快捷大酒店,23,1
4286,员工食堂,23,1
4287,原来宾馆,23,1
4288,悦都汇购物公园,23,1
4289,悦家酒店,23,1
4290,运动宝贝,23,1
4291,砸哈哈啊哈哈哈家,23,1
4292,张家口国脉通信,23,1
4293,智尚优品酒店,23,1
4294,中国电信111,23,1
4295,中国人民,23,1
4296,中国人民解放军32140部队,23,1
4297,中国移动迁西宽带,23,1
4298,中铁宿舍楼1223211,23,1
4299,中铁宿舍楼313,23,1
4300,中央广场天翼互联网手机卖场,23,1
4301,中医院001,23,1
4302,周凤龙,23,1
4303,足春堂足浴,23,1
4304,合计,23,4799
4305,密苑（张家口）旅游胜地有限公司密苑太子酒店分公司,69,426
4306,廊坊国际饭店有限公司,69,368
4307,张家口国际大酒店,69,232
4308,林海商务酒店,69,215
4309,安审廊坊国际饭店有限公司,69,192
4310,安审张家口四海暇旅商务酒店有限公司,69,163
4311,蓝鲸大厦,69,112
4312,衡水锦尚宾馆有限公司,69,105
4313,天元名品,69,102
4314,新天地酒店,69,101
4315,海友连锁酒店,69,98
4316,格林豪泰酒店学院路店,69,97
4317,金盛万豪,69,97
4318,张家口泰合酒店管理有限责任公司,69,93
4319,红旗楼驿家365宾馆,69,91
4320,怀来矿建物业服务有限公司,69,84
4321,安审张家口市桥东区鱼儿山健足会馆,69,78
4322,正通快捷宾馆,69,75
4323,博奥酒店,69,71
4324,健二足足疗馆,69,66
4325,百斯特商务公寓酒店,69,65
4326,怀来皓轩酒店有限公司,69,64
4327,安审张家口百尚酒店有限公司,69,58
4328,唐山足球酒店,69,56
4329,安审张家口市好时尚快捷宾馆,69,55
4330,保定仁润脑血管病医院,69,55
4331,安审怀安县缘梦圆宾馆有限公司,69,52
4332,佳亿商务酒店,69,52
4333,故城驿家365,69,51
4334,安审中元路泰建设工程有限公司,69,50
4335,奥凯假日酒店,69,50
4336,安审经济开发区沙滩红楼饭店,69,48
4337,怀来县聚缘快捷酒店,69,47
4338,安审明湖冰雪主题酒店,69,46
4339,安审张家口市冠榕商务酒店有限责任公司,69,44
4340,汉庭承德避暑山庄酒店,69,44
4341,全季张家口火车站酒店,69,40
4342,安审经济开发区海纳商务宾馆,69,39
4343,顺和宾馆,69,37
4344,安审张家口奈斯酒店管理有限公司,69,34
4345,同泰宾馆,69,34
4346,绅度国际养生会所,69,32
4347,安审宣化区龙驿宾馆,69,31
4348,张家口铁路园丰园商贸公司,69,31
4349,安审怀安县柴沟堡镇文明宾馆,69,29
4350,武安市青少年宫,69,29
4351,金科花卉宾馆,69,26
4352,胜光酒店,69,26
4353,博然商务宾馆,69,25
4354,康保县康远假日快捷酒店,69,24
4355,唐山宴文旅酒店,69,24
4356,强健足浴阁,69,23
4357,橙子快捷宾馆,69,22
4358,嘉宁商务主题宾馆,69,22
4359,尚客思宾馆,69,19
4360,馨悦快捷宾馆,69,19
4361,安康医院,69,17
4362,安审经济开发区荷塘月色宾馆,69,17
4363,河北大夏天,69,16
4364,安审张家口市桥东区中徽旅馆,69,14
4365,五洲皇冠酒店,69,14
4366,京汉雅阁酒店,69,13
4367,竹雅快捷酒店,69,13
4368,保定华仁皮肤病医院,69,11
4369,海小姐3,69,8
4370,开滦宾馆,69,8
4371,安审张家口好望角酒店管理有限公司经开区二部,69,7
4372,华誉酒店,69,7
4373,河北电信省公司,69,4
4374,美的1738宿舍,69,4
4375,青园南展厅,69,4
4376,唐山南湖足球酒店有限公司,69,4
4377,百悦酒店管理固安有限公司,69,3
4378,电信公司5楼515,69,3
4379,丰南小赵开锁,69,3
4380,荣园文化主题商务酒店,69,3
4381,丰润宾馆,69,2
4382,剑南快捷宾馆,69,2
4383,京顺宾馆,69,2
4384,廊坊电信安次区分公司,69,2
4385,玛沁县盛大手机卖场专卖店,69,2
4386,欧韵宾馆,69,2
4387,人生富足,69,2
4388,唐县电商服务中心,69,2
4389,钻石南路尚客思宾馆,69,2
4390,1520,69,1
4391,2208,69,1
4392,5368,69,1
4393,6688,69,1
4394,8409,69,1
4395,15225,69,1
4396,22333,69,1
4397,23423,69,1
4398,63435,69,1
4399,125869,69,1
4400,4588722,69,1
4401,8858885,69,1
4402,64646999,69,1
4403,66666666,69,1
4404,147258369,69,1
4405,468834676,69,1
4406,1246996367,69,1
4407,1472583690,69,1
4408,15765003936,69,1
4409,81376517617,69,1
4410,---,69,1
4411,........,69,1
4412,@@@!!!,69,1
4413,@17733061562,69,1
4414,11-1110，,69,1
4415,11号宿舍305,69,1
4416,12-2-501,69,1
4417,1234basonwio,69,1
4418,123给您看,69,1
4419,12旅途,69,1
4420,1718专用WIFI,69,1
4421,21楼,69,1
4422,2层210室,69,1
4423,304hg,69,1
4424,4648544FAEC20,69,1
4425,8-644,69,1
4426,abcdef.,69,1
4427,abcjbx,69,1
4428,bfh,69,1
4429,ceshi,69,1
4430,chinaNet-2dXr,69,1
4431,ChinaNet-305,69,1
4432,ChinaNet-519,69,1
4433,enemy,69,1
4434,fjfhvhy,69,1
4435,Fu1234,69,1
4436,GPON宽带融合终端,69,1
4437,hbsx,69,1
4438,hdjeb,69,1
