,id,subclass,site,page_url,title,issue_time,creation_time,end_time,province_name,city_name,purchase_type,business_type,minor_business_type,status
1506,3752011,招标公告,www.bidding.csg.cn,http://www.bidding.csg.cn/zbhxrgs/1200287441.jhtml,云南电网有限责任公司2021年授权保山供电局采购第一批服务类专项公开招标项目结果公示,2021-04-26 00:00:00,2021-04-29 17:05:57,2021-04-29 17:05:57,广东电网公司,,,货物,,0
1507,3752012,中标公示,www.gzebid.cn,https://www.gzebid.cn/web-detail/frontDetail?articleId=1ad13469c0d94737adec880167199d70,广州信息投资有限公司2021年度“插花式”改造智慧灯杆项目配套安装工程（标段四：海珠区、增城区）,2021-04-03 00:00:00,2021-04-29 17:05:58,2021-04-29 17:05:58,,,,,,0
1508,3752013,招标信息公告,www.gdebidding.com,https://www.gdebidding.com/zbxxgg/91119.jhtml,某单位宣传灯箱橱窗建设物资采购项目（第二次）招标公告,2021-04-22 00:00:00,2021-04-29 17:05:59,2021-04-29 17:05:59,,,,,,0
1509,3752014,招标公告,www.szjsjy.com.cn,https://www.szjsjy.com.cn:8001/jyw/jyw/zbGongGao_View.do?ggguid=2c9e8ac27868e1d201789158685a2992,清华大学深圳国际校区（一期）工程项目红砖幕墙工程,2021-04-09 09:00:00,2021-04-29 17:05:59,2021-04-29 17:05:59,,,,,,0
1510,3752015,招标采购信息公告,www.chinapsp.cn,http://www.chinapsp.cn/notice_content.html?itemid=c86f882c-48d6-4847-881c-08d8f9773021,重庆某单位监控系统采购报名链接,2021-04-07 18:34:11,2021-04-29 17:05:59,2021-04-29 17:05:59,重庆市,重庆市,公开招标,,,0
1511,3752016,中标公示,www.gzebid.cn,https://www.gzebid.cn/web-detail/frontDetail?articleId=6d9c5cd5c14148e29d1e98d984ed938d,广州信息投资有限公司2021年度“品质提升”改造智慧灯杆项目配套安装工程（标段五：天河区、黄埔区）,2021-04-03 00:00:00,2021-04-29 17:06:00,2021-04-29 17:06:00,,,,,,0
1512,3752017,招标公告,www.bidding.csg.cn,http://www.bidding.csg.cn/zbhxrgs/1200287444.jhtml,220kV漱玉变电站智慧工地应用完善扩展项目平台完善开发与平台服务中标公告,2021-04-26 00:00:00,2021-04-29 17:06:00,2021-04-29 17:06:00,广东电网公司,,,货物,,0
1513,3752018,招标信息公告,www.gdebidding.com,https://www.gdebidding.com/zbxxgg/91122.jhtml,广州卷烟厂制丝车间浸渍器等压力容器维修(2021-2024)项目招标公告,2021-04-22 00:00:00,2021-04-29 17:06:02,2021-04-29 17:06:02,,,,,,0
1514,3752019,招标公告,www.bidding.csg.cn,http://www.bidding.csg.cn/fzbgg/1200287445.jhtml,广州电力通信网络有限公司2021-2023年法律顾问服务项目采购公告,2021-04-26 00:00:00,2021-04-29 17:06:02,2021-04-29 17:06:02,广东电网公司,,,货物,,0
1515,3752020,招标采购信息公告,www.chinapsp.cn,http://www.chinapsp.cn/notice_content.html?itemid=5ece097b-2cca-40e4-881d-08d8f9773021,江门市技师学院图书采购项目公开招标公告,2021-04-07 18:38:35,2021-04-29 17:06:04,2021-04-29 17:06:04,广东省,江门市,公开招标,,,0
1516,3752021,中标公示,www.gzebid.cn,https://www.gzebid.cn/web-detail/frontDetail?articleId=b1ea2e24e79441209ffbb01d26ff5423,广州信息投资有限公司2021年度“品质提升”改造智慧灯杆项目配套安装工程（标段三：番禺区、南沙区）,2021-04-03 00:00:00,2021-04-29 17:06:04,2021-04-29 17:06:04,,,,,,0
1517,3752022,招标公告,www.tobaccobid.com,https://search.tobaccobid.com/detailTenderpublic.action?id=40325,江苏中烟工业有限责任公司淮阴卷烟厂2021-2022年消防维保服务项目招标公告,2021-04-26 00:00:00,2021-04-29 17:06:04,2021-04-29 17:06:04,,,,,其他,0
1518,3752023,招标公告,www.bidding.csg.cn,http://www.bidding.csg.cn/fzbgg/1200287417.jhtml,广西电网有限责任公司来宾供电局2021年第二批服务类基建专业等3个公开询价采购项目采购公告,2021-04-26 00:00:00,2021-04-29 17:06:06,2021-04-29 17:06:06,广东电网公司,,,货物,,0
1519,3752024,招标信息公告,www.gdebidding.com,https://www.gdebidding.com/zbxxgg/91123.jhtml,广东广垦畜牧集团股份有限公司幸福生猪育肥场建设监理服务项目招标公告,2021-04-22 00:00:00,2021-04-29 17:06:06,2021-04-29 17:06:06,,,,,,0
1520,3752025,招标公告,www.tobaccobid.com,https://search.tobaccobid.com/detailTenderpublic.action?id=40326,江苏中烟工业有限责任公司淮阴卷烟厂2021-2022年消防维保服务项目招标公告,2021-04-26 00:00:00,2021-04-29 17:06:07,2021-04-29 17:06:07,,,,,其他,0
1521,3752026,招标公告,www.szjsjy.com.cn,https://www.szjsjy.com.cn:8001/jyw/jyw/zbGongGao_View.do?ggguid=2c9e8ac27820e98e01783375e1f50998,罗湖区居民小区二次供水设施提标改造工程（第二阶段）施工V标段,2021-04-08 09:00:00,2021-04-29 17:06:08,2021-04-29 17:06:08,,,,,,0
1522,3752027,中标公示,www.gzebid.cn,https://www.gzebid.cn/web-detail/frontDetail?articleId=c5c3f0b94a064f6fb1325601a2950af8,广州信息投资有限公司2021年度“品质提升”改造智慧灯杆项目配套安装工程（标段一：白云区、花都区、从化区）,2021-04-03 00:00:00,2021-04-29 17:06:08,2021-04-29 17:06:08,,,,,,0
1523,3752028,招标采购信息公告,www.chinapsp.cn,http://www.chinapsp.cn/notice_content.html?itemid=3720b4a7-2c4b-44fb-8820-08d8f9773021,认证机构及自愿性认证活动监管项目招标公告,2021-04-07 19:04:49,2021-04-29 17:06:08,2021-04-29 17:06:08,广东省,深圳市,公开招标,,,0
1524,3752029,招标公告,www.bidding.csg.cn,http://www.bidding.csg.cn/fzbgg/1200287447.jhtml,南方电网资本控股有限公司及所属单位资本运营管理服务平台建设项目监理服务采购公告,2021-04-26 00:00:00,2021-04-29 17:06:11,2021-04-29 17:06:11,广东电网公司,,,货物,,0
1525,3752030,招标信息公告,www.gdebidding.com,https://www.gdebidding.com/zbxxgg/91129.jhtml,广东省药品检验所广东省药品检验所2020年实验室仪器采购项目（重招）(二 次)采购更正公告（第一次）,2021-04-22 00:00:00,2021-04-29 17:06:11,2021-04-29 17:06:11,,,,,,0
1526,3752031,中标公示,www.gzebid.cn,https://www.gzebid.cn/web-detail/frontDetail?articleId=889d66f8087e4a4ea3269943c24e6257,广州信息投资有限公司2021年度“插花式”改造智慧灯杆项目配套安装工程（标段三：番禺区、南沙区）,2021-04-03 00:00:00,2021-04-29 17:06:11,2021-04-29 17:06:11,,,,,,0
1527,3752032,招标公告,www.tobaccobid.com,https://search.tobaccobid.com/detailTenderpublic.action?id=40327,江苏中烟工业有限责任公司淮阴卷烟厂2021-2022年消防维保服务项目招标公告,2021-04-26 00:00:00,2021-04-29 17:06:11,2021-04-29 17:06:11,,,,,其他,0
1528,3752033,招标公告,www.szjsjy.com.cn,https://www.szjsjy.com.cn:8001/jyw/jyw/zbGongGao_View.do?ggguid=2c9e8ac27820e98e017833737b420991,罗湖区居民小区二次供水设施提标改造工程（第二阶段）施工IV标段,2021-04-08 09:00:00,2021-04-29 17:06:11,2021-04-29 17:06:11,,,,,,0
1529,3752034,招标采购信息公告,www.chinapsp.cn,http://www.chinapsp.cn/notice_content.html?itemid=a54fd39b-a282-4dea-8821-08d8f9773021,精细化数值预报释用业务招标公告,2021-04-07 19:09:59,2021-04-29 17:06:12,2021-04-29 17:06:12,广东省,深圳市,公开招标,,,0
1530,3752035,招标公告,www.szjsjy.com.cn,https://www.szjsjy.com.cn:8001/jyw/jyw/zbGongGao_View.do?ggguid=2c9e8ac27868e1d20178a755e017337c,深圳金融科技研究院建设工程（第三方监测）,2021-04-08 09:00:00,2021-04-29 17:06:13,2021-04-29 17:06:13,,,,,,0
1531,3752036,招标公告,www.bidding.csg.cn,http://www.bidding.csg.cn/zbhxrgs/1200287448.jhtml,深圳供电局有限公司房产税、土地使用税清理咨询服务项目结果公告,2021-04-26 00:00:00,2021-04-29 17:06:14,2021-04-29 17:06:14,广东电网公司,,,货物,,0
1532,3752037,招标信息公告,www.gdebidding.com,https://www.gdebidding.com/zbxxgg/91138.jhtml,常德市西部生活垃圾焚烧发电项目大屏幕系统设备采购项目招标公告,2021-04-22 00:00:00,2021-04-29 17:06:14,2021-04-29 17:06:14,,,,,,0
1533,3752038,中标公示,www.gzebid.cn,https://www.gzebid.cn/web-detail/frontDetail?articleId=bc68c13006f74a82b31050df91f0fee6,广州信息投资有限公司2021年度“插花式”改造智慧灯杆项目配套安装工程（标段二：白云区、花都区、从化区）,2021-04-03 00:00:00,2021-04-29 17:06:14,2021-04-29 17:06:14,,,,,,0
1534,3752039,招标采购信息公告,www.chinapsp.cn,http://www.chinapsp.cn/notice_content.html?itemid=038cc4da-634a-47bf-999c-08d8fafa9895,河源职业技术学院关务技能大赛单证处理与质量监控软件采购项目 单一来源公示,2021-04-08 00:00:00,2021-04-29 17:06:15,2021-04-29 17:06:15,广东省,河源市,单一来源采购,,,0
1535,3752040,招标公告,www.tobaccobid.com,https://search.tobaccobid.com/detailTenderpublic.action?id=40328,江苏中烟工业有限责任公司淮阴卷烟厂2021-2022年消防维保服务项目招标公告,2021-04-26 00:00:00,2021-04-29 17:06:16,2021-04-29 17:06:16,,,,,其他,0
1536,3752041,招标公告,www.bidding.csg.cn,http://www.bidding.csg.cn/zbhxrgs/1200287449.jhtml,深圳供电局有限公司OS2主站运行管控系统功能完善结果公告,2021-04-26 00:00:00,2021-04-29 17:06:17,2021-04-29 17:06:17,广东电网公司,,,货物,,0
1537,3752042,招标公告,www.szjsjy.com.cn,https://www.szjsjy.com.cn:8001/jyw/jyw/zbGongGao_View.do?ggguid=2c9e8ac27868e1d20178a66ff2dd323c,福强路（彩田路-金田路段）交通与空间环境综合提升工程施工总承包（不含智慧工程）（重新招标）,2021-04-08 09:00:00,2021-04-29 17:06:17,2021-04-29 17:06:17,,,,,,0
1538,3752043,中标公示,www.gzebid.cn,https://www.gzebid.cn/web-detail/frontDetail?articleId=cbbfbc72a6fe4d41b98ede633e3be53b,广州信息投资有限公司2021年度“品质提升”改造智慧灯杆项目配套安装工程（标段四：海珠区、增城区）,2021-04-03 00:00:00,2021-04-29 17:06:18,2021-04-29 17:06:18,,,,,,0
1539,3752044,招标采购信息公告,www.chinapsp.cn,http://www.chinapsp.cn/notice_content.html?itemid=57b11c97-a5d1-4dcc-999b-08d8fafa9895,河源职业技术学院 财会 TTC 学练赛训一体化省赛平台采购项目单一来源公示,2021-04-08 00:00:00,2021-04-29 17:06:20,2021-04-29 17:06:20,广东省,河源市,单一来源采购,,,0
1540,3752045,招标公告,www.tobaccobid.com,https://search.tobaccobid.com/detailTenderpublic.action?id=40329,江苏中烟工业有限责任公司淮阴卷烟厂2021-2022年消防维保服务项目招标公告,2021-04-26 00:00:00,2021-04-29 17:06:20,2021-04-29 17:06:20,,,,,其他,0
1541,3752046,招标公告,www.bidding.csg.cn,http://www.bidding.csg.cn/zbhxrgs/1200287450.jhtml,南方电网产业投资集团有限责任公司及所属子公司2021年至2022年财务尽职调查和专项审计服务结果公示,2021-04-26 00:00:00,2021-04-29 17:06:21,2021-04-29 17:06:21,广东电网公司,,,货物,,0
1542,3752047,招标公告,www.szjsjy.com.cn,https://www.szjsjy.com.cn:8001/jyw/jyw/zbGongGao_View.do?ggguid=2c9e8ac27868e1d20178a6041a502f81,前海合作区区域集中供冷项目用户侧自控设备采购（第五批）,2021-04-08 09:00:00,2021-04-29 17:06:21,2021-04-29 17:06:21,,,,,,0
1543,3752048,中标公示,www.gzebid.cn,https://www.gzebid.cn/web-detail/frontDetail?articleId=de12ca55d82c43c7999b9c4f87ce040e,广州信息投资有限公司2021年度“品质提升”改造智慧灯杆项目配套安装工程（标段二：越秀区、荔湾区）,2021-04-03 00:00:00,2021-04-29 17:06:22,2021-04-29 17:06:22,,,,,,0
1544,3752049,招标采购信息公告,www.chinapsp.cn,http://www.chinapsp.cn/notice_content.html?itemid=1e53ace5-f138-4636-999a-08d8fafa9895,河源职业技术学院互联网+国际贸易综合技能实训与竞赛平台软件采购项目 单一来源公示,2021-04-08 00:00:00,2021-04-29 17:06:22,2021-04-29 17:06:22,广东省,河源市,单一来源采购,,,0
1545,3752050,招标结果公示,www.gdebidding.com,https://www.gdebidding.com/zbjggs/90476.jhtml,风华电子业园废水站升级改造及回用工程（设计施工）总承包招标结果公示,2021-04-13 00:00:00,2021-04-29 17:06:22,2021-04-29 17:06:22,,,,,,0
1546,3752051,招标公告,www.tobaccobid.com,https://search.tobaccobid.com/detailTenderpublic.action?id=40331,江苏中烟工业有限责任公司淮阴卷烟厂2021-2022年消防维保服务项目招标公告,2021-04-26 00:00:00,2021-04-29 17:06:23,2021-04-29 17:06:23,,,,,其他,0
1547,3752052,招标公告,www.szjsjy.com.cn,https://www.szjsjy.com.cn:8001/jyw/jyw/zbGongGao_View.do?ggguid=2c9e8ac27868e1d20178a5f2485c2f24,前海合作区区域集中供冷项目用户侧板式换热器采购（第五批）,2021-04-08 09:00:00,2021-04-29 17:06:24,2021-04-29 17:06:24,,,,,,0
1548,3752053,招标公告,www.bidding.csg.cn,http://www.bidding.csg.cn/fzbgg/1200287181.jhtml,2020年第三批技改、大修项目物资类（2）（高空作业车三次采购）采购公告,2021-04-26 00:00:00,2021-04-29 17:06:25,2021-04-29 17:06:25,广东电网公司,,,货物,,0
1549,3752054,中标公示,www.gzebid.cn,https://www.gzebid.cn/web-detail/frontDetail?articleId=5f75bbef795345f09dcdce2f956a48f4,广州信息投资有限公司2021年度“插花式”改造智慧灯杆项目配套安装工程（标段五：天河区、黄埔区）,2021-04-03 00:00:00,2021-04-29 17:06:25,2021-04-29 17:06:25,,,,,,0
1550,3752055,招标结果公示,www.gdebidding.com,https://www.gdebidding.com/zbjggs/90489.jhtml,常德市西部生活垃圾焚烧发电项目输灰系统设备采购招标结果公示,2021-04-13 00:00:00,2021-04-29 17:06:26,2021-04-29 17:06:26,,,,,,0
1551,3752056,招标公告,www.tobaccobid.com,https://search.tobaccobid.com/detailTenderpublic.action?id=40330,江苏中烟工业有限责任公司淮阴卷烟厂2021-2022年消防维保服务项目招标公告,2021-04-26 00:00:00,2021-04-29 17:06:26,2021-04-29 17:06:26,,,,,其他,0
1552,3752057,招标采购信息公告,www.chinapsp.cn,http://www.chinapsp.cn/notice_content.html?itemid=0e828578-0ab8-4433-b251-08d8fa427c44,广州市公安局荔湾区分局手机取证系统设备采购项目招标公告,2021-04-08 14:05:48,2021-04-29 17:06:26,2021-04-29 17:06:26,广东省,广州市,公开招标,,,0
1553,3752058,招标公告,www.szjsjy.com.cn,https://www.szjsjy.com.cn:8001/jyw/jyw/zbGongGao_View.do?ggguid=2c9e8ac27868e1d20178909194de2727,龙华区综合医院项目精装修、景观、机电、泛光照明等工程,2021-04-08 09:00:00,2021-04-29 17:06:27,2021-04-29 17:06:27,,,,,,0
1554,3752059,中标公示,www.gzebid.cn,https://www.gzebid.cn/web-detail/frontDetail?articleId=9ac3b707b3304459a4b8df885028976a,广药白云山集中采购电子平台二期-优化提升项目-中标公示,2021-04-06 10:35:00,2021-04-29 17:06:28,2021-04-29 17:06:28,,,,,,0
1555,3752060,招标公告,www.tobaccobid.com,https://search.tobaccobid.com/detailTenderpublic.action?id=40274,江苏中烟工业有限责任公司淮阴卷烟厂2021-2022年消防维保服务项目招标公告,2021-04-26 00:00:00,2021-04-29 17:06:29,2021-04-29 17:06:29,,,,,其他,0
1556,3752061,招标结果公示,www.gdebidding.com,https://www.gdebidding.com/zbjggs/90503.jhtml,2021-2024年惠州LNG电厂二期机组及循环水、化水区域保洁项目招标结果公示,2021-04-13 00:00:00,2021-04-29 17:06:30,2021-04-29 17:06:30,,,,,,0
1557,3752062,招标采购信息公告,www.chinapsp.cn,http://www.chinapsp.cn/notice_content.html?itemid=ef2294f6-d796-408b-b252-08d8fa427c44,云浮市农产品检验检疫中心云浮市农产品质量安全监督检验测试中心建设项目招标公告,2021-04-08 14:25:14,2021-04-29 17:06:31,2021-04-29 17:06:31,广东省,云浮市,公开招标,,,0
1558,3752063,非招标公告,www.bidding.csg.cn,http://www.bidding.csg.cn/zbhxrgs/1200286974.jhtml,燕罗街道格山一路(塘福路-物流路)综合改造工程-10kV电力管线及相关设备迁改工程及燕罗街道格山二路(塘福路-物流路)新建工程10kV电力管线及相关设备迁改工程2项施工招标项目结果公示,2021-04-16 00:00:00,2021-04-29 17:06:31,2021-04-29 17:06:31,调峰调频发电公司,,,货物,,0
1559,3752064,中标公示,www.gzebid.cn,https://www.gzebid.cn/web-detail/frontDetail?articleId=ed89a0b82298464b930c2cd504bb1478,广东惠州天然气发电有限公司厂区及倒班楼2021-2023年度通风空调设备检修维护工程项目-中标公示,2021-04-06 11:38:00,2021-04-29 17:06:31,2021-04-29 17:06:31,,,,,,0
1560,3752065,招标公告,www.szjsjy.com.cn,https://www.szjsjy.com.cn:8001/jyw/jyw/zbGongGao_View.do?ggguid=2c9e8ac27868e1d20178877cda6619ca,龙华文体中心精装修、智能化、景观、10kV外线及变配电等工程,2021-04-08 09:00:00,2021-04-29 17:06:31,2021-04-29 17:06:31,,,,,,0
1561,3752066,招标公告,www.tobaccobid.com,https://search.tobaccobid.com/detailTenderpublic.action?id=40332,江苏中烟工业有限责任公司淮阴卷烟厂2021-2022年消防维保服务项目招标公告,2021-04-26 00:00:00,2021-04-29 17:06:32,2021-04-29 17:06:32,,,,,其他,0
1562,3752067,招标结果公示,www.gdebidding.com,https://www.gdebidding.com/zbjggs/90557.jhtml,中船黄埔文冲船舶有限公司铝合金MIG焊机采购项目招标结果公示,2021-04-14 00:00:00,2021-04-29 17:06:32,2021-04-29 17:06:32,,,,,,0
1563,3752068,招标采购信息公告,www.chinapsp.cn,http://www.chinapsp.cn/notice_content.html?itemid=08975f99-cb74-4ec5-b259-08d8fa427c44,中新国际智慧产业园租赁项目单一来源采购公示,2021-04-08 16:22:51,2021-04-29 17:06:34,2021-04-29 17:06:34,广东省,广州市,单一来源采购,,,0
1564,3752069,中标公示,www.gzebid.cn,https://www.gzebid.cn/web-detail/frontDetail?articleId=6592a271bdac4eca9abc91a2e9bdd5e2,广东省电力开发有限公司2021年度第一批光伏组件采购-中标公示,2021-04-06 17:12:00,2021-04-29 17:06:35,2021-04-29 17:06:35,,,,,,0
1565,3752070,招标公告,www.tobaccobid.com,https://search.tobaccobid.com/detailTenderpublic.action?id=40277,江苏中烟工业有限责任公司淮阴卷烟厂2021-2022年消防维保服务项目招标公告,2021-04-26 00:00:00,2021-04-29 17:06:36,2021-04-29 17:06:36,,,,,其他,0
1566,3752071,招标结果公示,www.gdebidding.com,https://www.gdebidding.com/zbjggs/90568.jhtml,某部车辆社会化保障服务项目招标结果公示,2021-04-14 00:00:00,2021-04-29 17:06:36,2021-04-29 17:06:36,,,,,,0
1567,3752072,公示公告,www.bidding.csg.cn,http://www.bidding.csg.cn/zbhxrgs/1200287038.jhtml,南方电网调峰调频发电有限公司2021年4月物资（定子线棒模具、年度检修物资）单一来源采购项目[0006200000081510]-公示公告,2021-04-19 00:00:00,2021-04-29 17:06:38,2021-04-29 17:06:38,广东电网公司,,,货物,,0
1568,3752073,招标采购信息公告,www.chinapsp.cn,http://www.chinapsp.cn/notice_content.html?itemid=9c5e157e-921c-41c5-b261-08d8fa427c44,广东烟草韶关市有限公司2021年法律咨询服务顾问采购项目公开招标公告,2021-04-08 17:00:00,2021-04-29 17:06:38,2021-04-29 17:06:38,广东省,韶关市,公开招标,,,0
1569,3752074,中标公示,www.gzebid.cn,https://www.gzebid.cn/web-detail/frontDetail?articleId=acf68e5c33ac49928b3ccabbbf6193ba,潮州市桥东污水处理厂配套污水管网完善工程预算咨询控制服务,2021-04-06 17:34:00,2021-04-29 17:06:39,2021-04-29 17:06:39,,,,,,0
1570,3752075,招标公告,www.szjsjy.com.cn,https://www.szjsjy.com.cn:8001/jyw/jyw/zbGongGao_View.do?ggguid=2c9e8ac27868e1d20178ab858f6a3a99,深圳外环高速公路支线（深汕第二高速公路大亚湾至坪山）工程勘察设计及前期咨询服务,2021-04-08 09:00:00,2021-04-29 17:06:39,2021-04-29 17:06:39,,,,,,0
1571,3752076,招标公告,www.tobaccobid.com,https://search.tobaccobid.com/detailTenderpublic.action?id=40275,江苏中烟工业有限责任公司淮阴卷烟厂2021-2022年消防维保服务项目招标公告,2021-04-26 00:00:00,2021-04-29 17:06:40,2021-04-29 17:06:40,,,,,其他,0
1572,3752077,招标结果公示,www.gdebidding.com,https://www.gdebidding.com/zbjggs/90571.jhtml,广东燕塘乳业股份有限公司红五月良种奶牛场分公司二期建设项目采食颈枷、牛舍卧栏等货物采购及相关服务项目（第二次）招标结果公示,2021-04-14 00:00:00,2021-04-29 17:06:40,2021-04-29 17:06:40,,,,,,0
1573,3752078,招标采购信息公告,www.chinapsp.cn,http://www.chinapsp.cn/notice_content.html?itemid=7ff91f8f-693c-4b68-b265-08d8fa427c44,广州银行韶关分行办公楼办公家具采购及安装项目公开招标公告,2021-04-08 17:37:23,2021-04-29 17:06:41,2021-04-29 17:06:41,广东省,韶关市,公开招标,,,0
1574,3752079,公示公告,www.bidding.csg.cn,http://www.bidding.csg.cn/zbhxrgs/1200287041.jhtml,云南电网物资有限公司1、2、3、4号办公楼无线消防报警系统采购项目结果公示,2021-04-19 00:00:00,2021-04-29 17:06:42,2021-04-29 17:06:42,广东电网公司,,,货物,,0
1575,3752080,招标公告,www.szjsjy.com.cn,https://www.szjsjy.com.cn:8001/jyw/jyw/zbGongGao_View.do?ggguid=2c9e8ac27868e1d20178ab855a113a96,福田区融媒体中心建设项目（监理）,2021-04-08 09:00:00,2021-04-29 17:06:42,2021-04-29 17:06:42,,,,,,0
1576,3752081,中标公示,www.gzebid.cn,https://www.gzebid.cn/web-detail/frontDetail?articleId=603bcec8ebd442e7b9669b14dbfb02ab,北斗综合位置云服务智慧平台建设及应用推广项目室内定位演示环境设备及测试系统采购  中标公示  _招标编号：M4400000707009131_,2021-04-06 17:52:00,2021-04-29 17:06:44,2021-04-29 17:06:44,,,,,,0
1577,3752082,招标结果公示,www.gdebidding.com,https://www.gdebidding.com/zbjggs/90572.jhtml,广东燕塘乳业股份有限公司红五月良种奶牛场分公司牛舍刮粪板和粪污处理设备采购及相关服务项目（第二次）招标结果公示,2021-04-14 00:00:00,2021-04-29 17:06:44,2021-04-29 17:06:44,,,,,,0
1578,3752083,招标公告,www.tobaccobid.com,https://search.tobaccobid.com/detailTenderpublic.action?id=40280,江苏中烟工业有限责任公司淮阴卷烟厂2021-2022年消防维保服务项目招标公告,2021-04-26 00:00:00,2021-04-29 17:06:44,2021-04-29 17:06:44,,,,,其他,0
1579,3752084,招标公告,www.szjsjy.com.cn,https://www.szjsjy.com.cn:8001/jyw/jyw/zbGongGao_View.do?ggguid=2c9e8ac27868e1d20178aadd5728381a,卫光生命科学园4号楼外立面改造工程,2021-04-08 09:00:00,2021-04-29 17:06:45,2021-04-29 17:06:45,,,,,,0
1580,3752085,公示公告,www.bidding.csg.cn,http://www.bidding.csg.cn/zbhxrgs/1200287042.jhtml,云南电网物资有限公司员工职业生涯规划可视化模型结果公示,2021-04-19 00:00:00,2021-04-29 17:06:46,2021-04-29 17:06:46,广东电网公司,,,货物,,0
1581,3752086,招标采购信息公告,www.chinapsp.cn,http://www.chinapsp.cn/notice_content.html?itemid=01497368-7f0f-4b3c-b267-08d8fa427c44,灾损修复工程总承包项目招标公告,2021-04-08 17:52:03,2021-04-29 17:06:46,2021-04-29 17:06:46,重庆市,重庆市,公开招标,,,0
1582,3752087,中标公示,www.gzebid.cn,https://www.gzebid.cn/web-detail/frontDetail?articleId=385fa9dad5e848b5b9bda723eaa380dc,2021年度消防安全重点单位和营业网点的消防系统维护和检测服务项目-中标公示,2021-04-06 20:57:00,2021-04-29 17:06:47,2021-04-29 17:06:47,,,,,,0
1583,3752088,招标公告,www.szjsjy.com.cn,https://www.szjsjy.com.cn:8001/jyw/jyw/zbGongGao_View.do?ggguid=2c9e8ac27868e1d20178aa5a68563637,2021-2022年度配电网建设计量装置采购,2021-04-08 09:00:00,2021-04-29 17:06:48,2021-04-29 17:06:48,,,,,,0
1584,3752089,招标结果公示,www.gdebidding.com,https://www.gdebidding.com/zbjggs/90573.jhtml,广东燕塘乳业股份有限公司红五月良种奶牛场分公司二期建设项目混合通风系统（第二次）招标结果公示,2021-04-14 00:00:00,2021-04-29 17:06:48,2021-04-29 17:06:48,,,,,,0
1585,3752090,招标公告,www.tobaccobid.com,https://search.tobaccobid.com/detailTenderpublic.action?id=40279,江苏中烟工业有限责任公司淮阴卷烟厂2021-2022年消防维保服务项目招标公告,2021-04-26 00:00:00,2021-04-29 17:06:49,2021-04-29 17:06:49,,,,,其他,0
1586,3752091,公示公告,www.bidding.csg.cn,http://www.bidding.csg.cn/zbhxrgs/1200287064.jhtml,南方电网财务有限公司2021年信息化终端设备框架采购项目[0006200000080827]-变更文件-招标1,2021-04-19 00:00:00,2021-04-29 17:06:50,2021-04-29 17:06:50,广东电网公司,,,货物,,0
1587,3752092,招标采购信息公告,www.chinapsp.cn,http://www.chinapsp.cn/notice_content.html?itemid=006f5e33-dd44-44bf-b268-08d8fa427c44,某部雷达机房新建及铁路专用线基础设施改造项目报名入口,2021-04-08 18:34:11,2021-04-29 17:06:50,2021-04-29 17:06:50,,,公开招标,,,0
1588,3752093,中标公示,www.gzebid.cn,https://www.gzebid.cn/web-detail/frontDetail?articleId=7d76d67f83184aa7900f69568ac88aa9,中国人民解放军某医院2019年度医疗设备采购项目（第一批）-中标公示,2021-04-06 21:57:00,2021-04-29 17:06:52,2021-04-29 17:06:52,,,,,,0
1589,3752094,招标结果公示,www.gdebidding.com,https://www.gdebidding.com/zbjggs/90579.jhtml,深圳地铁6号线支线及二期综合监控及MCC系统设备采购项目招标结果公示,2021-04-14 00:00:00,2021-04-29 17:06:52,2021-04-29 17:06:52,,,,,,0
1590,3752095,招标公告,www.szjsjy.com.cn,https://www.szjsjy.com.cn:8001/jyw/jyw/zbGongGao_View.do?ggguid=2c9e8ac27868e1d201788c7ab02a2214,前海时代项目5号地块全过程造价咨询,2021-04-07 09:00:00,2021-04-29 17:06:53,2021-04-29 17:06:53,,,,,,0
1591,3752096,招标公告,www.tobaccobid.com,https://search.tobaccobid.com/detailTenderpublic.action?id=40282,江苏中烟工业有限责任公司淮阴卷烟厂2021-2022年消防维保服务项目招标公告,2021-04-26 00:00:00,2021-04-29 17:06:53,2021-04-29 17:06:53,,,,,其他,0
1592,3752097,招标采购信息公告,www.chinapsp.cn,http://www.chinapsp.cn/notice_content.html?itemid=c8da27bc-1b3f-490a-b269-08d8fa427c44,佛山市突发事件预警信息发布专项单一来源采购公示,2021-04-08 18:43:50,2021-04-29 17:06:53,2021-04-29 17:06:53,广东省,佛山市,单一来源采购,,,0
1593,3752098,公示公告,www.bidding.csg.cn,http://www.bidding.csg.cn/zbhxrgs/1200287059.jhtml,南方电网深圳数字电网研究院有限公司智慧工地设备材料采购项目结果公告,2021-04-19 00:00:00,2021-04-29 17:06:54,2021-04-29 17:06:54,广东电网公司,,,货物,,0
1594,3752099,招标公告,www.tobaccobid.com,https://search.tobaccobid.com/detailTenderpublic.action?id=40281,江苏中烟工业有限责任公司淮阴卷烟厂2021-2022年消防维保服务项目招标公告,2021-04-26 00:00:00,2021-04-29 17:06:55,2021-04-29 17:06:55,,,,,其他,0
1595,3752100,中标公示,www.gzebid.cn,https://www.gzebid.cn/web-detail/frontDetail?articleId=f49f69e4a58b40d4a6664056c1e8bf3d,中国人民解放军某医院2019年度医疗设备采购项目（第二批）-中标公示,2021-04-06 21:57:00,2021-04-29 17:06:55,2021-04-29 17:06:55,,,,,,0
